,연도,월,시도,고용률,사용량,위도,경도
908,2013,9,울산광역시,58.9,2594620,35.553064,129.254432
909,2013,10,울산광역시,58.9,2547128,35.553064,129.254432
910,2013,11,울산광역시,58.4,2497831,35.553064,129.254432
911,2013,12,울산광역시,58.2,2620047,35.553064,129.254432
912,2014,1,울산광역시,58.6,2585455,35.553064,129.254432
913,2014,2,울산광역시,58.9,2369736,35.553064,129.254432
914,2014,3,울산광역시,58.4,2565806,35.553064,129.254432
915,2014,4,울산광역시,59.3,2493939,35.553064,129.254432
916,2014,5,울산광역시,58.3,2487662,35.553064,129.254432
917,2014,6,울산광역시,58.3,2446502,35.553064,129.254432
918,2014,7,울산광역시,58.5,2590569,35.553064,129.254432
919,2014,8,울산광역시,57.9,2553748,35.553064,129.254432
920,2014,9,울산광역시,57.6,2453371,35.553064,129.254432
921,2014,10,울산광역시,57.7,2519310,35.553064,129.254432
922,2014,11,울산광역시,58.1,2434592,35.553064,129.254432
923,2014,12,울산광역시,57.6,2614433,35.553064,129.254432
924,2015,1,울산광역시,57.4,2625576,35.553064,129.254432
925,2015,2,울산광역시,57.7,2374187,35.553064,129.254432
926,2015,3,울산광역시,58.0,2464928,35.553064,129.254432
927,2015,4,울산광역시,58.9,2510891,35.553064,129.254432
928,2015,5,울산광역시,59.4,2523196,35.553064,129.254432
929,2015,6,울산광역시,59.6,2490860,35.553064,129.254432
930,2015,7,울산광역시,60.2,2611907,35.553064,129.254432
931,2015,8,울산광역시,59.7,2609390,35.553064,129.254432
932,2015,9,울산광역시,59.5,2531954,35.553064,129.254432
933,2015,10,울산광역시,59.5,2468033,35.553064,129.254432
934,2015,11,울산광역시,59.5,2441240,35.553064,129.254432
935,2015,12,울산광역시,59.0,2633978,35.553064,129.254432
936,2016,1,울산광역시,58.2,2710223,35.553064,129.254432
937,2016,2,울산광역시,57.6,2579198,35.553064,129.254432
938,2016,3,울산광역시,58.2,2760005,35.553064,129.254432
939,2016,4,울산광역시,58.8,2652322,35.553064,129.254432
940,2016,5,울산광역시,58.9,2653567,35.553064,129.254432
941,2016,6,울산광역시,59.0,2659735,35.553064,129.254432
942,2016,7,울산광역시,59.0,2767201,35.553064,129.254432
943,2016,8,울산광역시,59.0,2746691,35.553064,129.254432
944,2016,9,울산광역시,60.0,2720426,35.553064,129.254432
945,2016,10,울산광역시,59.9,2677199,35.553064,129.254432
946,2016,11,울산광역시,59.8,2491851,35.553064,129.254432
947,2016,12,울산광역시,59.3,2676799,35.553064,129.254432
948,2017,1,울산광역시,58.3,2693958,35.553064,129.254432
949,2017,2,울산광역시,58.9,2492173,35.553064,129.254432
950,2017,3,울산광역시,59.7,2659206,35.553064,129.254432
951,2017,4,울산광역시,59.7,2559430,35.553064,129.254432
952,2017,5,울산광역시,60.3,2593991,35.553064,129.254432
953,2017,6,울산광역시,60.4,2520793,35.553064,129.254432
954,2017,7,울산광역시,60.1,2774160,35.553064,129.254432
955,2017,8,울산광역시,59.5,2782576,35.553064,129.254432
956,2017,9,울산광역시,59.5,2706478,35.553064,129.254432
957,2017,10,울산광역시,59.9,2617830,35.553064,129.254432
958,2017,11,울산광역시,60.1,2511997,35.553064,129.254432
959,2017,12,울산광역시,60.6,2697258,35.553064,129.254432
960,2018,1,울산광역시,59.6,2798813,35.553064,129.254432
961,2018,2,울산광역시,59.5,2600426,35.553064,129.254432
962,2018,3,울산광역시,59.1,2696446,35.553064,129.254432
963,2018,4,울산광역시,58.6,2620459,35.553064,129.254432
964,2018,5,울산광역시,59.7,2753446,35.553064,129.254432
965,2018,6,울산광역시,59.4,2778506,35.553064,129.254432
966,2018,7,울산광역시,58.4,2917598,35.553064,129.254432
967,2018,8,울산광역시,59.0,3081875,35.553064,129.254432
968,2018,9,울산광역시,58.5,2922434,35.553064,129.254432
969,2018,10,울산광역시,59.3,2834630,35.553064,129.254432
970,2018,11,울산광역시,58.8,2784126,35.553064,129.254432
971,2018,12,울산광역시,58.4,2959410,35.553064,129.254432
972,2019,1,울산광역시,57.1,3013786,35.553064,129.254432
973,2019,2,울산광역시,57.8,2621410,35.553064,129.254432
974,2019,3,울산광역시,58.1,2809607,35.553064,129.254432
975,2019,4,울산광역시,58.8,2677516,35.553064,129.254432
976,2019,5,울산광역시,59.5,2794295,35.553064,129.254432
977,2019,6,울산광역시,59.7,2815389,35.553064,129.254432
978,2019,7,울산광역시,59.7,3024955,35.553064,129.254432
979,2019,8,울산광역시,59.3,3054786,35.553064,129.254432
980,2019,9,울산광역시,59.9,2951355,35.553064,129.254432
981,2019,10,울산광역시,59.7,2780513,35.553064,129.254432
982,2019,11,울산광역시,60.1,2716824,35.553064,129.254432
983,2019,12,울산광역시,59.7,2878563,35.553064,129.254432
984,2020,1,울산광역시,58.8,2913837,35.553064,129.254432
985,2020,2,울산광역시,59.0,2707435,35.553064,129.254432
986,2020,3,울산광역시,57.6,2856122,35.553064,129.254432
987,2020,4,울산광역시,57.2,2702238,35.553064,129.254432
988,2020,5,울산광역시,57.8,2684999,35.553064,129.254432
989,2020,6,울산광역시,57.7,2510484,35.553064,129.254432
990,2020,7,울산광역시,58.3,2720164,35.553064,129.254432
991,2020,8,울산광역시,58.2,2871555,35.553064,129.254432
992,2020,9,울산광역시,58.6,2851863,35.553064,129.254432
993,2020,10,울산광역시,58.1,2770770,35.553064,129.254432
994,2020,11,울산광역시,58.3,2713150,35.553064,129.254432
995,2020,12,울산광역시,57.5,2855220,35.553064,129.254432
996,2021,1,울산광역시,56.0,2943785,35.553064,129.254432
997,2021,2,울산광역시,57.1,2646795,35.553064,129.254432
998,2021,3,울산광역시,57.6,2812601,35.553064,129.254432
999,2021,4,울산광역시,57.4,2716614,35.553064,129.254432
1000,2021,5,울산광역시,57.5,2682797,35.553064,129.254432
1001,2021,6,울산광역시,57.2,2685454,35.553064,129.254432
1002,2021,7,울산광역시,57.7,2881832,35.553064,129.254432
1003,2021,8,울산광역시,58.1,2911724,35.553064,129.254432
1004,2021,9,울산광역시,58.6,2861562,35.553064,129.254432
1005,2021,10,울산광역시,58.8,2797170,35.553064,129.254432
1006,2021,11,울산광역시,58.8,2746286,35.553064,129.254432
1007,2021,12,울산광역시,57.5,2906502,35.553064,129.254432
1008,2010,1,세종특별자치시,0.0,0,36.560326,127.258638
1009,2010,2,세종특별자치시,0.0,0,36.560326,127.258638
1010,2010,3,세종특별자치시,0.0,0,36.560326,127.258638
1011,2010,4,세종특별자치시,0.0,0,36.560326,127.258638
1012,2010,5,세종특별자치시,0.0,0,36.560326,127.258638
1013,2010,6,세종특별자치시,0.0,0,36.560326,127.258638
1014,2010,7,세종특별자치시,0.0,0,36.560326,127.258638
1015,2010,8,세종특별자치시,0.0,0,36.560326,127.258638
1016,2010,9,세종특별자치시,0.0,0,36.560326,127.258638
1017,2010,10,세종특별자치시,0.0,0,36.560326,127.258638
1018,2010,11,세종특별자치시,0.0,0,36.560326,127.258638
1019,2010,12,세종특별자치시,0.0,0,36.560326,127.258638
1020,2011,1,세종특별자치시,0.0,0,36.560326,127.258638
1021,2011,2,세종특별자치시,0.0,0,36.560326,127.258638
1022,2011,3,세종특별자치시,0.0,0,36.560326,127.258638
1023,2011,4,세종특별자치시,0.0,0,36.560326,127.258638
1024,2011,5,세종특별자치시,0.0,0,36.560326,127.258638
1025,2011,6,세종특별자치시,0.0,0,36.560326,127.258638
1026,2011,7,세종특별자치시,0.0,0,36.560326,127.258638
1027,2011,8,세종특별자치시,0.0,0,36.560326,127.258638
1028,2011,9,세종특별자치시,0.0,0,36.560326,127.258638
1029,2011,10,세종특별자치시,0.0,0,36.560326,127.258638
1030,2011,11,세종특별자치시,0.0,0,36.560326,127.258638
1031,2011,12,세종특별자치시,0.0,0,36.560326,127.258638
1032,2012,1,세종특별자치시,0.0,0,36.560326,127.258638
1033,2012,2,세종특별자치시,0.0,0,36.560326,127.258638
1034,2012,3,세종특별자치시,0.0,0,36.560326,127.258638
1035,2012,4,세종특별자치시,0.0,0,36.560326,127.258638
1036,2012,5,세종특별자치시,0.0,0,36.560326,127.258638
1037,2012,6,세종특별자치시,0.0,0,36.560326,127.258638
1038,2012,7,세종특별자치시,0.0,0,36.560326,127.258638
1039,2012,8,세종특별자치시,0.0,0,36.560326,127.258638
1040,2012,9,세종특별자치시,0.0,0,36.560326,127.258638
1041,2012,10,세종특별자치시,0.0,170446,36.560326,127.258638
1042,2012,11,세종특별자치시,0.0,197571,36.560326,127.258638
1043,2012,12,세종특별자치시,0.0,210593,36.560326,127.258638
1044,2013,1,세종특별자치시,0.0,215974,36.560326,127.258638
1045,2013,2,세종특별자치시,0.0,198312,36.560326,127.258638
1046,2013,3,세종특별자치시,0.0,193991,36.560326,127.258638
1047,2013,4,세종특별자치시,0.0,193422,36.560326,127.258638
1048,2013,5,세종특별자치시,0.0,182642,36.560326,127.258638
1049,2013,6,세종특별자치시,0.0,184294,36.560326,127.258638
1050,2013,7,세종특별자치시,0.0,189805,36.560326,127.258638
1051,2013,8,세종특별자치시,0.0,201942,36.560326,127.258638
1052,2013,9,세종특별자치시,0.0,187499,36.560326,127.258638
1053,2013,10,세종특별자치시,0.0,185655,36.560326,127.258638
1054,2013,11,세종특별자치시,0.0,197762,36.560326,127.258638
1055,2013,12,세종특별자치시,0.0,214230,36.560326,127.258638
1056,2014,1,세종특별자치시,0.0,219354,36.560326,127.258638
1057,2014,2,세종특별자치시,0.0,201659,36.560326,127.258638
1058,2014,3,세종특별자치시,0.0,208030,36.560326,127.258638
1059,2014,4,세종특별자치시,0.0,200310,36.560326,127.258638
1060,2014,5,세종특별자치시,0.0,189968,36.560326,127.258638
1061,2014,6,세종특별자치시,0.0,191639,36.560326,127.258638
1062,2014,7,세종특별자치시,0.0,203945,36.560326,127.258638
1063,2014,8,세종특별자치시,0.0,196299,36.560326,127.258638
1064,2014,9,세종특별자치시,0.0,190143,36.560326,127.258638
1065,2014,10,세종특별자치시,0.0,197354,36.560326,127.258638
1066,2014,11,세종특별자치시,0.0,210215,36.560326,127.258638
1067,2014,12,세종특별자치시,0.0,228116,36.560326,127.258638
1068,2015,1,세종특별자치시,0.0,238758,36.560326,127.258638
1069,2015,2,세종특별자치시,0.0,222786,36.560326,127.258638
1070,2015,3,세종특별자치시,0.0,222292,36.560326,127.258638
1071,2015,4,세종특별자치시,0.0,222824,36.560326,127.258638
1072,2015,5,세종특별자치시,0.0,201272,36.560326,127.258638
1073,2015,6,세종특별자치시,0.0,209733,36.560326,127.258638
1074,2015,7,세종특별자치시,0.0,217496,36.560326,127.258638
1075,2015,8,세종특별자치시,0.0,218478,36.560326,127.258638
1076,2015,9,세종특별자치시,0.0,216121,36.560326,127.258638
1077,2015,10,세종특별자치시,0.0,210028,36.560326,127.258638
1078,2015,11,세종특별자치시,0.0,223583,36.560326,127.258638
1079,2015,12,세종특별자치시,0.0,237770,36.560326,127.258638
1080,2016,1,세종특별자치시,0.0,248816,36.560326,127.258638
1081,2016,2,세종특별자치시,0.0,239143,36.560326,127.258638
1082,2016,3,세종특별자치시,0.0,241009,36.560326,127.258638
1083,2016,4,세종특별자치시,0.0,225166,36.560326,127.258638
1084,2016,5,세종특별자치시,0.0,211516,36.560326,127.258638
1085,2016,6,세종특별자치시,0.0,225970,36.560326,127.258638
1086,2016,7,세종특별자치시,0.0,233674,36.560326,127.258638
1087,2016,8,세종특별자치시,0.0,243882,36.560326,127.258638
1088,2016,9,세종특별자치시,0.0,227429,36.560326,127.258638
1089,2016,10,세종특별자치시,0.0,216962,36.560326,127.258638
1090,2016,11,세종특별자치시,0.0,232698,36.560326,127.258638
1091,2016,12,세종특별자치시,0.0,255603,36.560326,127.258638
1092,2017,1,세종특별자치시,58.6,256178,36.560326,127.258638
1093,2017,2,세종특별자치시,60.2,254773,36.560326,127.258638
1094,2017,3,세종특별자치시,60.9,247248,36.560326,127.258638
1095,2017,4,세종특별자치시,61.7,234700,36.560326,127.258638
1096,2017,5,세종특별자치시,62.7,221324,36.560326,127.258638
1097,2017,6,세종특별자치시,62.7,232819,36.560326,127.258638
1098,2017,7,세종특별자치시,62.7,247499,36.560326,127.258638
1099,2017,8,세종특별자치시,61.5,255802,36.560326,127.258638
1100,2017,9,세종특별자치시,61.4,245761,36.560326,127.258638
1101,2017,10,세종특별자치시,61.2,215765,36.560326,127.258638
1102,2017,11,세종특별자치시,60.9,242114,36.560326,127.258638
1103,2017,12,세종특별자치시,60.0,264776,36.560326,127.258638
1104,2018,1,세종특별자치시,59.3,281364,36.560326,127.258638
1105,2018,2,세종특별자치시,59.6,269702,36.560326,127.258638
1106,2018,3,세종특별자치시,60.3,251895,36.560326,127.258638
1107,2018,4,세종특별자치시,61.6,241693,36.560326,127.258638
1108,2018,5,세종특별자치시,62.8,235345,36.560326,127.258638
1109,2018,6,세종특별자치시,62.7,242180,36.560326,127.258638
1110,2018,7,세종특별자치시,62.9,256799,36.560326,127.258638
1111,2018,8,세종특별자치시,62.5,285846,36.560326,127.258638
1112,2018,9,세종특별자치시,62.5,258021,36.560326,127.258638
1113,2018,10,세종특별자치시,62.4,236501,36.560326,127.258638
1114,2018,11,세종특별자치시,62.7,254634,36.560326,127.258638
1115,2018,12,세종특별자치시,62.0,273712,36.560326,127.258638
1116,2019,1,세종특별자치시,61.2,292025,36.560326,127.258638
1117,2019,2,세종특별자치시,61.0,266668,36.560326,127.258638
1118,2019,3,세종특별자치시,62.3,259636,36.560326,127.258638
1119,2019,4,세종특별자치시,62.7,259582,36.560326,127.258638
1120,2019,5,세종특별자치시,62.8,250008,36.560326,127.258638
1121,2019,6,세종특별자치시,63.2,255501,36.560326,127.258638
1122,2019,7,세종특별자치시,63.9,274189,36.560326,127.258638
1123,2019,8,세종특별자치시,63.4,289289,36.560326,127.258638
1124,2019,9,세종특별자치시,62.1,276593,36.560326,127.258638
1125,2019,10,세종특별자치시,63.0,260172,36.560326,127.258638
1126,2019,11,세종특별자치시,63.2,263661,36.560326,127.258638
1127,2019,12,세종특별자치시,61.6,278856,36.560326,127.258638
1128,2020,1,세종특별자치시,61.4,288845,36.560326,127.258638
1129,2020,2,세종특별자치시,60.9,283275,36.560326,127.258638
1130,2020,3,세종특별자치시,61.4,280549,36.560326,127.258638
1131,2020,4,세종특별자치시,62.5,264607,36.560326,127.258638
1132,2020,5,세종특별자치시,62.7,252302,36.560326,127.258638
1133,2020,6,세종특별자치시,64.2,269349,36.560326,127.258638
1134,2020,7,세종특별자치시,64.1,284687,36.560326,127.258638
1135,2020,8,세종특별자치시,64.3,294023,36.560326,127.258638
1136,2020,9,세종특별자치시,64.1,310726,36.560326,127.258638
1137,2020,10,세종특별자치시,63.0,266062,36.560326,127.258638
1138,2020,11,세종특별자치시,62.6,288056,36.560326,127.258638
1139,2020,12,세종특별자치시,60.8,310743,36.560326,127.258638
1140,2021,1,세종특별자치시,60.3,334176,36.560326,127.258638
1141,2021,2,세종특별자치시,61.3,304010,36.560326,127.258638
1142,2021,3,세종특별자치시,62.4,296000,36.560326,127.258638
1143,2021,4,세종특별자치시,63.6,287524,36.560326,127.258638
1144,2021,5,세종특별자치시,64.1,275185,36.560326,127.258638
1145,2021,6,세종특별자치시,64.2,292890,36.560326,127.258638
1146,2021,7,세종특별자치시,63.8,315299,36.560326,127.258638
1147,2021,8,세종특별자치시,63.6,339002,36.560326,127.258638
1148,2021,9,세종특별자치시,63.9,309351,36.560326,127.258638
1149,2021,10,세종특별자치시,62.9,286701,36.560326,127.258638
1150,2021,11,세종특별자치시,61.7,297290,36.560326,127.258638
1151,2021,12,세종특별자치시,59.8,957934,36.560326,127.258638
1152,2010,1,경기도,57.7,8725482,37.412505,127.520017
1153,2010,2,경기도,57.1,8341902,37.412505,127.520017
1154,2010,3,경기도,58.4,7574084,37.412505,127.520017
1155,2010,4,경기도,59.6,7727001,37.412505,127.520017
1156,2010,5,경기도,60.2,7156767,37.412505,127.520017
1157,2010,6,경기도,59.9,7152029,37.412505,127.520017
1158,2010,7,경기도,60.0,7589292,37.412505,127.520017
1159,2010,8,경기도,59.5,7961584,37.412505,127.520017
1160,2010,9,경기도,59.9,7659696,37.412505,127.520017
1161,2010,10,경기도,60.1,6868326,37.412505,127.520017
1162,2010,11,경기도,59.6,7866013,37.412505,127.520017
1163,2010,12,경기도,58.5,8452695,37.412505,127.520017
1164,2011,1,경기도,58.3,9555286,37.412505,127.520017
1165,2011,2,경기도,58.2,8918913,37.412505,127.520017
1166,2011,3,경기도,58.9,8206234,37.412505,127.520017
1167,2011,4,경기도,59.7,7992730,37.412505,127.520017
1168,2011,5,경기도,60.2,7414139,37.412505,127.520017
1169,2011,6,경기도,60.1,7452141,37.412505,127.520017
1170,2011,7,경기도,59.7,7828198,37.412505,127.520017
1171,2011,8,경기도,59.6,8077684,37.412505,127.520017
1172,2011,9,경기도,59.2,7742435,37.412505,127.520017
1173,2011,10,경기도,59.7,7370838,37.412505,127.520017
1174,2011,11,경기도,59.5,7768998,37.412505,127.520017
1175,2011,12,경기도,59.0,8516923,37.412505,127.520017
1176,2012,1,경기도,58.2,9415681,37.412505,127.520017
1177,2012,2,경기도,58.2,9311873,37.412505,127.520017
1178,2012,3,경기도,58.9,8665829,37.412505,127.520017
1179,2012,4,경기도,59.7,8233401,37.412505,127.520017
1180,2012,5,경기도,60.7,7590572,37.412505,127.520017
1181,2012,6,경기도,60.8,7684878,37.412505,127.520017
1182,2012,7,경기도,60.6,8256552,37.412505,127.520017
1183,2012,8,경기도,60.1,8351284,37.412505,127.520017
1184,2012,9,경기도,60.5,7963834,37.412505,127.520017
1185,2012,10,경기도,60.8,7394755,37.412505,127.520017
1186,2012,11,경기도,60.3,8204136,37.412505,127.520017
1187,2012,12,경기도,58.8,9219157,37.412505,127.520017
1188,2013,1,경기도,58.1,10001523,37.412505,127.520017
1189,2013,2,경기도,57.6,9265981,37.412505,127.520017
1190,2013,3,경기도,58.7,8564516,37.412505,127.520017
1191,2013,4,경기도,60.1,8420099,37.412505,127.520017
1192,2013,5,경기도,60.6,7916514,37.412505,127.520017
1193,2013,6,경기도,60.9,7896863,37.412505,127.520017
1194,2013,7,경기도,61.1,8325648,37.412505,127.520017
1195,2013,8,경기도,61.0,8781449,37.412505,127.520017
1196,2013,9,경기도,61.6,8104391,37.412505,127.520017
1197,2013,10,경기도,61.5,7628964,37.412505,127.520017
1198,2013,11,경기도,61.5,8216400,37.412505,127.520017
1199,2013,12,경기도,60.1,9104716,37.412505,127.520017
1200,2014,1,경기도,60.0,9668916,37.412505,127.520017
1201,2014,2,경기도,60.0,9131444,37.412505,127.520017
1202,2014,3,경기도,60.4,8604750,37.412505,127.520017
1203,2014,4,경기도,61.7,8295696,37.412505,127.520017
1204,2014,5,경기도,61.8,7798652,37.412505,127.520017
1205,2014,6,경기도,62.2,7996787,37.412505,127.520017
1206,2014,7,경기도,62.6,8529871,37.412505,127.520017
1207,2014,8,경기도,62.4,8604680,37.412505,127.520017
1208,2014,9,경기도,62.2,8075793,37.412505,127.520017
1209,2014,10,경기도,62.4,7860233,37.412505,127.520017
1210,2014,11,경기도,62.2,8280549,37.412505,127.520017
1211,2014,12,경기도,61.4,9333336,37.412505,127.520017
1212,2015,1,경기도,60.8,10014789,37.412505,127.520017
1213,2015,2,경기도,60.8,9380604,37.412505,127.520017
1214,2015,3,경기도,61.2,8783408,37.412505,127.520017
1215,2015,4,경기도,62.0,8597671,37.412505,127.520017
1216,2015,5,경기도,62.1,7993045,37.412505,127.520017
1217,2015,6,경기도,62.2,8187214,37.412505,127.520017
1218,2015,7,경기도,62.4,8494129,37.412505,127.520017
1219,2015,8,경기도,61.8,9262319,37.412505,127.520017
1220,2015,9,경기도,61.9,8605837,37.412505,127.520017
1221,2015,10,경기도,62.0,7991732,37.412505,127.520017
1222,2015,11,경기도,61.7,8471689,37.412505,127.520017
1223,2015,12,경기도,61.2,9265565,37.412505,127.520017
1224,2016,1,경기도,60.3,9959962,37.412505,127.520017
1225,2016,2,경기도,60.1,9892365,37.412505,127.520017
1226,2016,3,경기도,61.2,9305513,37.412505,127.520017
1227,2016,4,경기도,61.5,8712878,37.412505,127.520017
1228,2016,5,경기도,62.0,8135623,37.412505,127.520017
1229,2016,6,경기도,62.5,8507386,37.412505,127.520017
1230,2016,7,경기도,62.6,8997317,37.412505,127.520017
1231,2016,8,경기도,62.3,9808502,37.412505,127.520017
1232,2016,9,경기도,62.1,9050972,37.412505,127.520017
1233,2016,10,경기도,61.9,8323349,37.412505,127.520017
1234,2016,11,경기도,62.0,8926704,37.412505,127.520017
1235,2016,12,경기도,61.3,9783329,37.412505,127.520017
1236,2017,1,경기도,60.6,10297551,37.412505,127.520017
1237,2017,2,경기도,60.6,10228593,37.412505,127.520017
1238,2017,3,경기도,61.7,9551033,37.412505,127.520017
1239,2017,4,경기도,62.1,9094729,37.412505,127.520017
1240,2017,5,경기도,62.4,8531719,37.412505,127.520017
1241,2017,6,경기도,62.3,8873250,37.412505,127.520017
1242,2017,7,경기도,62.9,9771137,37.412505,127.520017
1243,2017,8,경기도,62.5,10298534,37.412505,127.520017
1244,2017,9,경기도,62.8,9494123,37.412505,127.520017
1245,2017,10,경기도,62.7,8547612,37.412505,127.520017
1246,2017,11,경기도,62.9,9438810,37.412505,127.520017
1247,2017,12,경기도,62.1,10720768,37.412505,127.520017
1248,2018,1,경기도,61.4,11415963,37.412505,127.520017
1249,2018,2,경기도,60.7,11183300,37.412505,127.520017
1250,2018,3,경기도,61.8,9993520,37.412505,127.520017
1251,2018,4,경기도,62.3,9563138,37.412505,127.520017
1252,2018,5,경기도,62.7,9270783,37.412505,127.520017
1253,2018,6,경기도,62.5,9487505,37.412505,127.520017
1254,2018,7,경기도,62.4,10296257,37.412505,127.520017
1255,2018,8,경기도,62.0,11686973,37.412505,127.520017
1256,2018,9,경기도,62.4,10161728,37.412505,127.520017
1257,2018,10,경기도,62.0,9131921,37.412505,127.520017
1258,2018,11,경기도,62.3,9791981,37.412505,127.520017
1259,2018,12,경기도,61.1,10712884,37.412505,127.520017
1260,2019,1,경기도,60.5,11610400,37.412505,127.520017
1261,2019,2,경기도,60.5,10712180,37.412505,127.520017
1262,2019,3,경기도,61.6,10069948,37.412505,127.520017
1263,2019,4,경기도,61.9,9948716,37.412505,127.520017
1264,2019,5,경기도,62.5,9416781,37.412505,127.520017
1265,2019,6,경기도,62.8,9505754,37.412505,127.520017
1266,2019,7,경기도,62.3,9730623,37.412505,127.520017
1267,2019,8,경기도,62.1,11713268,37.412505,127.520017
1268,2019,9,경기도,61.9,10267027,37.412505,127.520017
1269,2019,10,경기도,62.2,9519509,37.412505,127.520017
1270,2019,11,경기도,62.3,9728880,37.412505,127.520017
1271,2019,12,경기도,61.9,10799220,37.412505,127.520017
1272,2020,1,경기도,61.2,11278340,37.412505,127.520017
1273,2020,2,경기도,60.7,10853826,37.412505,127.520017
1274,2020,3,경기도,60.3,10401852,37.412505,127.520017
1275,2020,4,경기도,60.0,9788491,37.412505,127.520017
1276,2020,5,경기도,60.8,9306590,37.412505,127.520017
1277,2020,6,경기도,60.6,9860838,37.412505,127.520017
1278,2020,7,경기도,60.4,10406069,37.412505,127.520017
1279,2020,8,경기도,60.0,10976452,37.412505,127.520017
1280,2020,9,경기도,60.0,10912340,37.412505,127.520017
1281,2020,10,경기도,60.1,9507671,37.412505,127.520017
1282,2020,11,경기도,60.4,10142580,37.412505,127.520017
1283,2020,12,경기도,59.1,11253914,37.412505,127.520017
1284,2021,1,경기도,57.9,12319589,37.412505,127.520017
1285,2021,2,경기도,59.1,11464174,37.412505,127.520017
1286,2021,3,경기도,60.0,10668287,37.412505,127.520017
1287,2021,4,경기도,60.6,10338339,37.412505,127.520017
1288,2021,5,경기도,61.5,10024930,37.412505,127.520017
1289,2021,6,경기도,61.8,10512799,37.412505,127.520017
1290,2021,7,경기도,62.0,11597452,37.412505,127.520017
1291,2021,8,경기도,61.7,12196364,37.412505,127.520017
1292,2021,9,경기도,61.9,11371799,37.412505,127.520017
1293,2021,10,경기도,62.2,10387205,37.412505,127.520017
1294,2021,11,경기도,62.6,10761065,37.412505,127.520017
1295,2021,12,경기도,62.1,11803946,37.412505,127.520017
1296,2010,1,강원도,49.7,1480180,37.820812,128.156579
1297,2010,2,강원도,49.6,1382020,37.820812,128.156579
1298,2010,3,강원도,51.7,1308429,37.820812,128.156579
1299,2010,4,강원도,56.3,1317499,37.820812,128.156579
1300,2010,5,강원도,59.0,1185530,37.820812,128.156579
1301,2010,6,강원도,59.0,1114450,37.820812,128.156579
1302,2010,7,강원도,60.2,1055938,37.820812,128.156579
1303,2010,8,강원도,58.9,1088438,37.820812,128.156579
1304,2010,9,강원도,58.1,1058865,37.820812,128.156579
1305,2010,10,강원도,58.9,1116695,37.820812,128.156579
1306,2010,11,강원도,57.9,1297575,37.820812,128.156579
1307,2010,12,강원도,52.4,1442404,37.820812,128.156579
1308,2011,1,강원도,49.3,1582163,37.820812,128.156579
1309,2011,2,강원도,49.7,1520498,37.820812,128.156579
1310,2011,3,강원도,53.7,1420666,37.820812,128.156579
1311,2011,4,강원도,57.5,1361937,37.820812,128.156579
1312,2011,5,강원도,59.5,1245617,37.820812,128.156579
1313,2011,6,강원도,60.1,1184828,37.820812,128.156579
1314,2011,7,강원도,59.5,1144760,37.820812,128.156579
1315,2011,8,강원도,59.1,1176803,37.820812,128.156579
1316,2011,9,강원도,57.2,1180929,37.820812,128.156579
1317,2011,10,강원도,58.6,1242326,37.820812,128.156579
1318,2011,11,강원도,57.4,1331481,37.820812,128.156579
1319,2011,12,강원도,52.9,1484037,37.820812,128.156579
1320,2012,1,강원도,50.8,1595626,37.820812,128.156579
1321,2012,2,강원도,50.5,1546100,37.820812,128.156579
1322,2012,3,강원도,52.6,1471927,37.820812,128.156579
1323,2012,4,강원도,58.0,1382879,37.820812,128.156579
1324,2012,5,강원도,59.6,1230593,37.820812,128.156579
1325,2012,6,강원도,59.2,1186370,37.820812,128.156579
1326,2012,7,강원도,60.1,1157824,37.820812,128.156579
1327,2012,8,강원도,59.2,1187258,37.820812,128.156579
1328,2012,9,강원도,60.2,1137513,37.820812,128.156579
1329,2012,10,강원도,59.9,1160784,37.820812,128.156579
1330,2012,11,강원도,58.1,1322410,37.820812,128.156579
1331,2012,12,강원도,54.4,1525101,37.820812,128.156579
1332,2013,1,강원도,51.4,1612242,37.820812,128.156579
1333,2013,2,강원도,51.6,1494196,37.820812,128.156579
1334,2013,3,강원도,54.5,1401610,37.820812,128.156579
1335,2013,4,강원도,57.7,1373728,37.820812,128.156579
1336,2013,5,강원도,59.6,1281395,37.820812,128.156579
1337,2013,6,강원도,58.5,1179135,37.820812,128.156579
1338,2013,7,강원도,59.1,1135448,37.820812,128.156579
1339,2013,8,강원도,58.6,1192064,37.820812,128.156579
1340,2013,9,강원도,57.4,1163211,37.820812,128.156579
1341,2013,10,강원도,58.1,1158325,37.820812,128.156579
1342,2013,11,강원도,57.4,1319470,37.820812,128.156579
1343,2013,12,강원도,51.1,1483916,37.820812,128.156579
1344,2014,1,강원도,50.4,1559679,37.820812,128.156579
1345,2014,2,강원도,50.6,1447941,37.820812,128.156579
1346,2014,3,강원도,54.1,1394556,37.820812,128.156579
1347,2014,4,강원도,59.2,1313298,37.820812,128.156579
1348,2014,5,강원도,58.9,1222477,37.820812,128.156579
1349,2014,6,강원도,59.5,1164699,37.820812,128.156579
1350,2014,7,강원도,59.6,1187271,37.820812,128.156579
1351,2014,8,강원도,59.3,1214877,37.820812,128.156579
1352,2014,9,강원도,58.9,1179709,37.820812,128.156579
1353,2014,10,강원도,59.2,1226324,37.820812,128.156579
1354,2014,11,강원도,59.1,1355140,37.820812,128.156579
1355,2014,12,강원도,53.6,1512174,37.820812,128.156579
1356,2015,1,강원도,51.7,1617029,37.820812,128.156579
